Time,Altitude,X Position,Velocity,Acceleration,Thrust,Weight,Gravity Acceleration,Drag Force,Resultant Force,Mach Speed,Air Density,Reference Area,Current Total Mass,Total Fuel Remaining,Core Fuel Remaining,SRB Fuel Remaining,Interim Fuel Remaining
609.20000000007,1062595.6739341528,-183055.61458948793,6464.769860673266,-3.6204217823528952,110100.0057,-221017.94349036747,7.212895829058264,-0.0,-110917.93779036748,18.848781057876096,0,20.43,30642.053999998527,25642.053999998527,0.0,0.0,25642.053999998527
609.30000000007,1062918.8852809945,-182495.79611517544,6464.4079114462675,-3.61949226998298,110100.0057,-220980.1390899827,7.212268639245811,-0.0,-110880.1333899827,18.847725541321473,0,20.43,30639.476999998526,25639.476999998526,0.0,0.0,25639.476999998526
609.40000000007,1063242.0785373456,-181936.00897451164,6464.046055163896,-3.618562823709471,110100.0057,-220942.34150355795,7.211641566332383,-0.0,-110842.33580355796,18.84667029576171,0,20.43,30636.899999998524,25636.899999998524,0.0,0.0,25636.899999998524
609.50000000007,1063565.253707853,-181376.25315944816,6463.684291819548,-3.617633443482555,110100.0057,-220904.55072905685,7.2110146102810075,-0.0,-110804.54502905686,18.84561532117754,0,20.43,30634.322999998523,25634.322999998523,0.0,0.0,25634.322999998523
609.60000000007,1063888.410797163,-180816.52866193716,6463.322621406623,-3.6167041292524265,110100.0057,-220866.76676444398,7.21038777105473,-0.0,-110766.76106444398,18.844560617549703,0,20.43,30631.745999998522,25631.745999998522,0.0,0.0,25631.745999998522
609.7000000000701,1064211.5498099215,-180256.8354739314,6462.961043918525,-3.615774880969292,110100.0057,-220828.9896076846,7.209761048616607,-0.0,-110728.98390768461,18.84350618485896,0,20.43,30629.16899999852,25629.16899999852,0.0,0.0,25629.16899999852
609.8000000000701,1064534.6707507747,-179697.17358738423,6462.599559348667,-3.614845698583364,110100.0057,-220791.2192567449,7.209134442929711,-0.0,-110691.2135567449,18.84245202308608,0,20.43,30626.59199999852,25626.59199999852,0.0,0.0,25626.59199999852
609.9000000000701,1064857.7736243678,-179137.54299424952,6462.238167690462,-3.6139165820448693,110100.0057,-220753.45570959174,7.208507953957128,-0.0,-110653.45000959175,18.841398132211857,0,20.43,30624.01499999852,25624.01499999852,0.0,0.0,25624.01499999852
610.0000000000701,1065180.8584353458,-178577.94368648177,6461.876868937332,-3.612987531304041,110100.0057,-220715.69896419297,7.20788158166196,-0.0,-110615.69326419297,18.84034451221709,0,20.43,30621.437999998518,25621.437999998518,0.0,0.0,25621.437999998518
610.1000000000702,1065503.9251883535,-178018.37565603602,6461.5156630827005,-3.612058546311124,110100.0057,-220677.94901851707,7.207255326007318,-0.0,-110577.94331851708,18.8392911630826,0,20.43,30618.860999998516,25618.860999998516,0.0,0.0,25618.860999998516
610.2000000000702,1065826.9738880354,-177458.83889486786,6461.154550119999,-3.6111296270163717,110100.0057,-220640.20587053342,7.206629186956331,-0.0,-110540.20017053343,18.838238084789214,0,20.43,30616.283999998515,25616.283999998515,0.0,0.0,25616.283999998515
610.3000000000702,1066150.0045390355,-176899.33339493346,6460.793530042662,-3.610200773370046,110100.0057,-220602.46951821225,7.206003164472142,-0.0,-110502.46381821226,18.837185277317783,0,20.43,30613.706999998514,25613.706999998514,0.0,0.0,25613.706999998514
610.4000000000702,1066473.0171459978,-176339.85914818957,6460.432602844129,-3.609271985322422,110100.0057,-220564.73995952445,7.2053772585179034,-0.0,-110464.73425952446,18.83613274064916,0,20.43,30611.129999998513,25611.129999998513,0.0,0.0,25611.129999998513
